Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
,04/16/2024,Invoice,1128,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"15,628.99","LineTec Services, LLC",NU Sold Products,"PO: DEPT449Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",04/16/2024,04/15/2024,UPS,NU-BC-2851,8.23,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,04/16/2024,Invoice,1128,,Shipping,,,50.19,"15,679.18","LineTec Services, LLC",,"PO: DEPT449Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,04/16/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,04/18/2024,Invoice,1130,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"15,864.18","LineTec Services, LLC",NU Sold Products,"PO: DEPT133Order by: Richard ThornhillContact: Frank ChisholmPh 539-244-2856Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",04/18/2024,04/18/2024,UPS,NU-BC-2851,12.95,,IN,Invoice,,,NU Sold Products
,04/18/2024,Invoice,1130,,Shipping,,,55.00,"15,919.18","LineTec Services, LLC",,"PO: DEPT133Order by: Richard ThornhillContact: Frank ChisholmPh 539-244-2856Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,04/18/2024,,UPS,,3.85,,IN,Invoice,,,
,04/30/2024,Invoice,1133,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"16,289.18","LineTec Services, LLC",NU Sold Products,"PO: DEPT339Order by: Richard ThornhillJohn PickettPh 918-519-3040Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",05/01/2024,04/30/2024,UPS,NU-BC-2851,25.90,,IN,Invoice,,,NU Sold Products
,04/30/2024,Invoice,1133,,Shipping,,,95.00,"16,384.18","LineTec Services, LLC",,"PO: DEPT339Order by: Richard ThornhillJohn PickettPh 918-519-3040Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,05/01/2024,,UPS,,6.65,,IN,Invoice,,,
,05/06/2024,Invoice,1139,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"16,569.18","LineTec Services, LLC",NU Sold Products,"PO: EmailOrder by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",05/07/2024,05/06/2024,UPS,NU-BC-2851,11.56,,OK-Cherokee,Invoice,,,NU Sold Products
,05/06/2024,Invoice,1139,,Shipping,,,102.00,"16,671.18","LineTec Services, LLC",,"PO: EmailOrder by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,05/07/2024,,UPS,,0.00,,OK-Cherokee,Invoice,,,
,05/10/2024,Invoice,1142,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man), 28"" x 44""","Large 1.5-Man Bucket Cover, 28"" x 44"". Collapsible 3 Panel Rigid Design. Hand Made in the US.",1.00,180.00,180.00,"16,851.18","LineTec Services, LLC",NU Sold Products,"PO: Dept 107 (?), see note/comment from email for order below:   ""Charge that to Gilbert Sachez's number  107,  the crew number that the cover is going to is:  212.""Order by: Tommy LeCompte / Terry CrainThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man), 28"" x 44""",05/10/2024,05/10/2024,UPS,NU-BC-2844,14.85,,TX-Lago Vista-3227999,Invoice,,,NU Sold Products
,05/10/2024,Invoice,1142,,Shipping,,,110.00,"16,961.18","LineTec Services, LLC",,"PO: Dept 107 (?), see note/comment from email for order below:   ""Charge that to Gilbert Sachez's number  107,  the crew number that the cover is going to is:  212.""Order by: Tommy LeCompte / Terry CrainThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,05/10/2024,,UPS,,9.08,,TX-Lago Vista-3227999,Invoice,,,
,05/15/2024,Invoice,1144,"Tooling and Equipment:FlexPro Armor Covers:Dirt Tarp, 8' x 8' (96"" x 96"") - Drop Ship","Collapsible Dirt Tarp 96"" x 96""",1.00,420.00,420.00,"17,381.18","LineTec Services, LLC",NU Sold Products,"PO: Dept. 736Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.","Drop Ship ""Inventory""",LineTec Services - Tools,LineTec Services - Tools,"Dirt Tarp, 8' x 8' (96"" x 96"") - Drop Ship",05/15/2024,05/15/2024,UPS,DS-9696,-18.69,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,05/15/2024,Invoice,1144,,Shipping,,,59.00,"17,440.18","LineTec Services, LLC",,"PO: Dept. 736Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,05/15/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,05/21/2024,Invoice,1150,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"17,810.18","LineTec Services, LLC",NU Sold Products,"PO: DEPT17161572Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Other,Other,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",05/21/2024,05/21/2024,UPS,NU-BC-2851,22.20,0.00,OK-Rogers,Invoice,,,NU Sold Products
,05/21/2024,Invoice,1150,,Shipping,,,74.00,"17,884.18","LineTec Services, LLC",,"PO: DEPT17161572Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Other,Other,,05/21/2024,,UPS,,0.00,,OK-Rogers,Invoice,,,
,05/24/2024,Invoice,1152,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"18,069.18","LineTec Services, LLC",NU Sold Products,"PO: DEPT17161730Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",05/24/2024,05/24/2024,UPS,NU-BC-2851,11.10,0.00,OK-Rogers,Invoice,,,NU Sold Products
,05/24/2024,Invoice,1152,,Shipping,,,37.00,"18,106.18","LineTec Services, LLC",,"PO: DEPT17161730Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,05/24/2024,,UPS,,0.00,,OK-Rogers,Invoice,,,
,05/30/2024,Invoice,1157,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",5.00,190.00,950.00,"19,056.18","LineTec Services, LLC",NU Sold Products,"PO: Email (Coming)Order by: Tommy J. LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",06/07/2024,06/07/2024,UPS,NU-BC-2851,42.28,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,05/30/2024,Invoice,1157,,Shipping,,,98.00,"19,154.18","LineTec Services, LLC",,"PO: Email (Coming)Order by: Tommy J. LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,06/07/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,07/01/2024,Invoice,1164,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"19,354.18","LineTec Services, LLC",NU Sold Products,"PO: PO  DEPT7028Ordered by: Richard Thornhill Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Other,Other,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",07/01/2024,06/26/2024,UPS,NU-BC-2851,16.90,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,07/01/2024,Invoice,1164,,Shipping,,,33.00,"19,387.18","LineTec Services, LLC",,"PO: PO  DEPT7028Ordered by: Richard Thornhill Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Other,Other,,07/01/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,07/01/2024,Invoice,1165,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"19,587.18","LineTec Services, LLC",NU Sold Products,"PO: PO  DEPT114Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Other,Other,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",07/01/2024,06/26/2024,UPS,NU-BC-2851,16.90,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,07/01/2024,Invoice,1165,,Shipping,,,33.00,"19,620.18","LineTec Services, LLC",,"PO: PO  DEPT114Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Other,Other,,07/01/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,07/01/2024,Invoice,1166,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"19,820.18","LineTec Services, LLC",NU Sold Products,"PO:  DEPT447Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Other,Other,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",07/01/2024,06/26/2024,UPS,NU-BC-2851,16.90,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,07/01/2024,Invoice,1166,,Shipping,,,33.00,"19,853.18","LineTec Services, LLC",,"PO:  DEPT447Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Other,Other,,07/01/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,07/18/2024,Invoice,1172,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,200.00,200.00,"20,053.18","LineTec Services, LLC",NU Sold Products,"PO: Po. Dept889Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",07/18/2024,07/17/2024,UPS,NU-BC-2851,16.90,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
